"image-wrapper href","lazyloaded src","product-discount","d-flex href 2","col-12","col-12 href","col-12 2","product-price-not-discounted","product-price","w-100 href","d-none","lazyloading src","out-of-stock"
"https://www.cnc-marketi.com/urun/profesyonel-cnc-router-1300x2500","https://cncmarketi.tsoftstatic.com/urunprofesyonel-cnc-router-1300x2500-10243-11-O.png","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1117/11f140130b287559a1d129765342fbe266b166f705d150ecf24970ec8f9151267556685432a61911274e2f0ac0c600e2","Promertech","https://www.cnc-marketi.com/mrk","Profesyonel Cnc Router 1300X2500","288.230,40","288.230,40","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/profesyonel-cnc-router-2100x3000","https://cncmarketi.tsoftstatic.com/urunprofesyonel-cnc-router-2100x3000-10244-11-O.png","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1118/031a2f1e1127df468500a2c42d0588035868353b92c251f365352d8b9a8b3d09f6863bc128bdd1444d9eb55e9af43df1","Promertech","https://www.cnc-marketi.com/mrk","Profesyonel Cnc Router 2100X3000","431.956,80","431.956,80","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/profesyonel-cnc-router-2100x4000","https://cncmarketi.tsoftstatic.com/urunprofesyonel-cnc-router-2100x4000-10245-11-O.png","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1119/89592d13d51f8aee4631510e38b702e3cea9acd131a7fad60f26f9670f3ed872a74706cb43ac108535f45b947ba8bacf","Promertech","https://www.cnc-marketi.com/mrk","Profesyonel Cnc Router 2100X4000","449.038,08","449.038,08","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/torna-seti-karsit-puntasi","https://cncmarketi.tsoftstatic.com/uruntorna-seti-karsit-puntasi-10442-13-O.jpg","39","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1306/748ba54a63f924f9f4442175fa5605e3600bb1a762ccf6779cd33c6a893ab251df8acbe295fe574c270969e56914bb81","Promertech Teknoloji","https://www.cnc-marketi.com/promertech-teknoloji","Torna Seti Karşıt Puntası","15.033,60","9.170,50","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/torna-seti-karsit-sabit-punta-dahil","https://cncmarketi.tsoftstatic.com/uruntorna-seti-karsit-sabit-punta-dahil-10443-13-O.jpg","39","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1307/e32b74ea107786973b6c0f2b15684a8fc747c827918c56d4733881451af7e393a53c666a3a0327e35b26d2aff265844b","Promertech Teknoloji","https://www.cnc-marketi.com/promertech-teknoloji","Torna Seti Karşıt Sabit Punta Dahil","30.093,12","18.356,80","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/toz-emme-basligi-sokulebilir-100-mm-bogaz","https://cncmarketi.tsoftstatic.com/uruntoz-emme-basligi-sokulebilir-100-mm-bogaz-10444-13-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1308/e24a240b8045450c543f8af4c96b77ba5b407e382962543be25dd8b91ee039daca9a1cac2dc0ab394bcceef700815498","Promertech Teknoloji","https://www.cnc-marketi.com/promertech-teknoloji","Toz Emme Başlığı Sökülebilir.=100 mm Boğaz","2.541,20","1.397,66","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/toz-emme-basligi-sokulebilir-90mm-bogaz","https://cncmarketi.tsoftstatic.com/uruntoz-emme-basligi-sokulebilir-90mm-bogaz-10445-13-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1309/d8c0740c7c7397fa18d37c5a1d995e55fa3f0262c32de5e0c931d466e941cc80a7445c697cc06feb70716d1d011ccf86","Promertech Teknoloji","https://www.cnc-marketi.com/promertech-teknoloji","Toz Emme Başlığı Sökülebilir.=90mm Boğaz","2.541,20","1.397,66","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/toz-emme-fircasi-metre","https://cncmarketi.tsoftstatic.com/uruntoz-emme-fircasi-metre-10446-13-O.png","39","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1310/881e5704193aa73967277bab00c9916d2ccb40c19ebe6b874dff710129edc6d4f334b7f63189ba2a88c1e40857d374e2","Promertech Teknoloji","https://www.cnc-marketi.com/promertech-teknoloji","Toz Emme Fırçası Metre","559,87","341,52","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/z-eksen-modulu-kare-kizak","","20","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1406/a9e4c13f2a8c3a25cdd57e0fcc1fd813a5e11e92f75d2bcde66daaa2527dc96157060d5a797690a443edcfc54853a7b1","Promertech Teknoloji","https://www.cnc-marketi.com/promertech-teknoloji","Z Eksen Modülü Kare Kızak","18.149,18","14.519,35","javascript:void(0);","Sepete Ekle","https://cncmarketi.tsoftstatic.com/urunz-eksen-modulu-kare-kizak-10545-14-O.png",""
"https://www.cnc-marketi.com/urun/ekonomik-cnc-makinesi","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1469/3cafc02e53178ec410167627027b2e355be6aa4f392c80d03276c3e59a286725b8e3692e9784acde9c53f8df9fa835ce","Cnc Router","https://www.cnc-marketi.com/cnc-router","Ekonomik Cnc Makinesi","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urunekonomik-cnc-makinesi-9712-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-ahsap-oyma-makinesi-fiyatlari","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1456/b0ae4e86b63f44de2e9977da5fbe79922831ac92098b4aba3a653bc482c9e3a48b0d26634695ba2a7c47227a264a5781","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Ahşap Oyma Makinesi Fiyatları","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-ahsap-router","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1457/bf3e9b73b2edf7a37feac8f6606bfda2a401d8bb87078d7bf939e5f7e3f3f7cce5e446d905ad5d150154f0ed3be7e2df","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Ahşap Router","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-freze","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1458/6722431e3233d6114929470e39b182a076054a5536b7d05a3864df1ae7476a4a8123e922ac9fdd44dc1fa653fbecf253","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Freze","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-freze-makinesi","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1459/df57bb1068a62cd83673eaf4666d2fe7bdb56816ffda913c102cb95beff36c892254ee6f929a2f044e6e1c5b9762e14f","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Freze Makinesi","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-machine","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1460/92c13ec6d69ee13dc327d1cd4bbf393c063fa895b748354971a6e063160af15d99eaa6e34e809b8069c1cd15322c4c2e","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Machine","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-makina","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1461/9659fa3f3432d57d3cbcda7de22212c197c5ee4b9faecc2a2bb2d0b29f45922ad04edfcab1ba6d7b132ed30b28b75122","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Makina","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-makinesi","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1462/0199a473059a0f38ad85c055efd380b505ec5fe0e486be520e615144aa44919fa4f2469ebd3627981937cb1fcb8b6bfb","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Makinesi","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-mermer","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1463/02f87b08fe2222560fc82ff8b84b2dbbb1a9d5aba9e20f245cb4bbef8c6b44ef5ea5c5ff62f3ad441c5cf44b844431c9","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Mermer","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-mermer-kesim-makinasi-fiyatlari","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1464/1e45feecf54a564e2f80916d84a0c7f7cb77e5be12f8ec874b39c2c71f0fff3ccc6f43cee3dcb034b3321adbdfba8164","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Mermer Kesim Makinası Fiyatları","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-mobilya-isleme","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1465/a108e359fc53c15dea44f37aaa2c858cf9c6a6e325ef05265354892069cfba8f9c3e224ef535dee96d71929e69c33553","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Mobilya İşleme","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-modelleri","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1466/e72964c518acbc99492c720c57347654bddf518b860cd32fefe77884c87058e511d7faf2185f5bab7a8504a835767a1a","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Modelleri","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-plastik-kesim","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1467/c20b1efbd60664d47c809edc3f4b9b9c0ffec467ee7d92024dd3c383ee71b192ab0d67ca132aef832ab8424903938b26","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Plastik Kesim","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/cnc-ahsap-kesim-makinasi-fiyatlari","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1455/46b93681610cacf47932dd7b824591a2c3dc40abd3bfd5779611db3d036f4208864814b8f5dca2fc33f37260824aa6b1","Cnc Router","https://www.cnc-marketi.com/cnc-router","Cnc Ahşap Kesim Makinası Fiyatları","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/ev-tipi-cnc","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1470/3522ca1493c13c6c3934891ee49dcb7824f9000216840074ce2460f741a184bf738c9be29dfa703352ebc6fd2c2e0c32","Cnc Router","https://www.cnc-marketi.com/cnc-router","Ev Tipi Cnc","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/evye-yeri-acma-cnc-makinesi","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1471/7d2e41c39a08ffa9b95a8ac31d39bf08a73599c5efe65681ae0ffee2291134c7242584fef0584c4b0ac35ed1e8511397","Cnc Router","https://www.cnc-marketi.com/cnc-router","Evye Yeri Açma Cnc Makinesi","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/kapi-ebatlama-cnc","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1473/c8318c5c75ec95c6799a7bb16cb95e66b6e5c30d9c3eec6b8ef0d0429dc1270ea46b789115ce737bb90d6af2c9f25904","Cnc Router","https://www.cnc-marketi.com/cnc-router","Kapı Ebatlama Cnc","69,47","69,47","","","","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/kapi-motifi-isleme-cnc","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1474/03fd35864664e3643135c1fa51c5effbef0550823f6f2d4132c52cac35a2a5f08c15d3b46dfebb2707ec672616d30c7d","Cnc Router","https://www.cnc-marketi.com/cnc-router","Kapı Motifi İşleme Cnc","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urunkapi-motifi-isleme-cnc-9886-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/mobilya-cnc","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1475/e26e0d72914f40242dc9586b01ffa242294d32d6aa324db768648fcf9fad1821d047c39b5dc54bbc134a330493048d47","Cnc Router","https://www.cnc-marketi.com/cnc-router","Mobilya Cnc","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urunmobilya-cnc-10129-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/mobilya-cnc-makinesi","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1476/80e699763dff839cbb81aa927ce7ee724f3cc4309cd265931b9e66914e9caf24ca631ada0faac528a5cbe7aba269d636","Cnc Router","https://www.cnc-marketi.com/cnc-router","Mobilya Cnc Makinesi","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urunmobilya-cnc-makinesi-10130-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/modelci-cnc","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1477/eaae3ee9f0bc134b25215e240d0df92d2309c1e6d7e2937586e63efb739f582c4239f9b37e9ac9aa2947e7f1ef7015e7","Cnc Router","https://www.cnc-marketi.com/cnc-router","Modelci Cnc","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urunmodelci-cnc-10131-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/modelci-cnc-makinesi","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1478/403c4498bb33676c2ac2d39329a5478095187ed9878a45f37bb3fcca4c64395c18dcfca36cf71f959b51884f5c227289","Cnc Router","https://www.cnc-marketi.com/cnc-router","Modelci Cnc Makinesi","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urunmodelci-cnc-makinesi-10132-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/plastik-isleme-cnc","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1479/676edef674e86e1417c8da2a567680db479a9bda11be7b555d61a5345426dd530bc44a6c2a0d5660f49a8128734f758d","Cnc Router","https://www.cnc-marketi.com/cnc-router","Plastik İşleme Cnc","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urunplastik-isleme-cnc-10238-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/profil-delik-delme-ve-profil-isleme-cnc-makinesi","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1480/16c6a073d17b382db138e28eb3a442b822bec48e9020c242ed6931b7df071e0cbbddcf319d0253469076e5ecee4bfafe","Cnc Router","https://www.cnc-marketi.com/cnc-router","Profil Delik Delme Ve Profil İşleme Cnc Makinesi","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urunprofil-delik-delme-ve-profil-isleme-cnc-makinesi-10246-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/ahsap-cnc","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1445/501e4f851f18a37a8a46c8cfa2d882bc6d7b039c67ff5b0aa4dca58cd574aa03dd2d69ca46c37d2c6199b7ebfc90ab63","Cnc Router","https://www.cnc-marketi.com/cnc-router","Ahşap Cnc","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urunahsap-cnc-9602-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/1200x800-isleme-merkezi-bakir-ve-aluminyum-isleme-cnc-makinesi","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1438/50864c990245ef35aa2db0986f45805d235fbb74fdc45dd9d4f83182132fb0fab29abb0ab28be1ad022550908c6df7aa","Cnc Router","https://www.cnc-marketi.com/cnc-router","1200X800 İşleme Merkezi Bakır Ve Alüminyum İşleme Cnc Makinesi","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urun1200x800-isleme-merkezi-bakir-ve-aluminyum-isleme-cnc-makinesi-9218-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/1200x800-metal-isleme-makinesi","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1439/4ca4f76c117a3a9756662e3622a45e3ae5ef538226ebd5c585bcde947b15fc3527eee1542d3b1b1425df1efd79d3caa9","Cnc Router","https://www.cnc-marketi.com/cnc-router","1200X800 Metal İşleme Makinesi","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urun1200x800-metal-isleme-makinesi-9219-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/4-eksen-divizor-doner-eksen-set","","39","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/334/8a746c40584b70d27516524f4ab2a9e625ffb9589e70682c4eef0e668758fbd8dc455c3b2e0ebeb52f1f7e1470e40248","Knife Handle High Speed Tool","https://www.cnc-marketi.com/knife-handle-high-speed-tool","4 Eksen Divizör (Döner Eksen) Set","24.767,60","15.108,23","","","https://cncmarketi.tsoftstatic.com/urun4-eksen-divizor-doner-eksen-set-9407-33-O.png","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/3-eksen-cnc","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1440/e87816ba56fcc37fc234a8fabb4d2c4d437830b252bcf328706c6075beb3da08df7b046d9bba1715d8b30545f8e7006a","Cnc Router","https://www.cnc-marketi.com/cnc-router","3 Eksen Cnc Router Makinesi","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urun3-eksen-cnc-9297-14-O.jpg","Çok Yakında Stoklarda"
"https://www.cnc-marketi.com/urun/3-eksen-t-rex-1000-mini-cnc-freze","","0","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/1441/6bdeec817364ba5a4e49e830f9cd26743eb70c61c6a9080166697edf0f824f1a6364da5bba736403faf4a44671d3d825","Mini Cnc","https://www.cnc-marketi.com/mini-cnc","3 Eksen T-Rex 1000 Mini Cnc Freze","69,47","69,47","","","https://cncmarketi.tsoftstatic.com/urun3-eksen-t-rex-1000-mini-cnc-freze-9298-14-O.jpg","Çok Yakında Stoklarda"
